news,label,date
"27일(현지시간) 암호화폐 전문매체 유투데이에 따르면, 크립토퀀트(CryptoQuant)의 창업자 기영주가 최근 비트코인(BTC) 조정에도 불구하고 강세장은 끝나지 않았다고 주장했다. 그는 비트코인 상승장에서는 30% 조정이 흔한 일이며, 패닉 매도하는 투자자는 ""초보""일 가능성이 높다고 강조했다.기영주는 과거 데이터를 인용해, 2021년 강세장에서도 비트코인은 최대 53% 하락했지만 이후 역대 최고가(ATH)를 경신했다고 설명했다. 또한, 2017년과 2020년 강세장에서도 유사한 조정이 발생했으며, 이는 강세장의 자연스러운 일부일 뿐 하락장이 시작된다는 의미는 아니라고 분석했다.비트코인은 현재 거시경제 불확실성과 북미 지역의 무역 전쟁 우려 속에서 하락 압박을 받고 있다. 비트코인은 85,984달러로 하루 만에 2.9% 하락했으며, 지난 일주일 동안 11.63% 하락해 최근 11년간 최악의 2월을 기록하고 있다.비트코인의 하락세에 따라 알트코인들도 동반 약세를 보이고 있다. 이더리움(ETH)은 2,349달러로 4.6% 하락했고, 리플(XRP)은 2.205달러로 3.66% 하락했으며, 솔라나(SOL)은 139.40달러로 0.67% 떨어졌다.기영주는 비트코인과 같은 암호화폐를 투자할 때 단기적인 가격 변동에 흔들리지 말고 명확한 투자 전략을 세워야 한다고 조언했다. 그는 ""가격이 오를 때 사들이고, 내릴 때 매도하는 것은 최악의 투자 전략이다""라며, 냉정한 투자 태도를 유지해야 한다고 강조했다.",-1,2025.03.12
"27일(현지시간) 암호화폐 전문매체 코인게이프에 따르면, 라이트코인(LTC)이 암호화폐 시장 하락에도 불구하고 7% 상승하며 130달러 선을 돌파했다. 특히 거래량이 하루 만에 60% 급증하며 20억 6,000만 달러를 넘어서면서 강한 매수세가 확인되고 있다. 전문가들은 라이트코인이 200달러를 목표로 하는 강력한 돌파 시그널을 형성하고 있다고 분석했다.라이트코인은 최근 시장 조정 속에서도 뛰어난 성과를 보이고 있다. 이더리움(ETH), 엑스알피(XRP), 솔라나(SOL), 도지코인(DOGE) 등 주요 알트코인들이 한 달간 25~35% 하락한 반면, 라이트코인은 같은 기간 14% 상승하며 차별화된 흐름을 보였다. 유명 트레이더 피터 브란트(Peter Brandt)는 라이트코인이 '깃발형(flag-and-pole) 패턴'을 형성하고 있다며, 140달러 저항선을 돌파할 경우 200달러까지 상승할 가능성이 크다고 전망했다.비트코인(BTC) 대비 라이트코인의 강세도 주목할 만하다. LTC/BTC 거래 쌍은 최근 3개월간 횡보세를 마치고 강력한 상승 돌파를 보이며 시장 대비 강한 움직임을 나타내고 있다. 이에 따라 투자자들은 라이트코인의 추가 상승 가능성에 주목하고 있다. 한편, 코인글라스(Coinglass) 데이터에 따르면, LTC의 미결제 약정(Open Interest)이 15% 증가한 7억 100만 달러를 기록하며 강한 매수 심리가 반영되고 있다.라이트코인 상승의 주요 요인 중 하나는 스팟 라이트코인 ETF 승인 기대감이다. 블룸버그 분석가들에 따르면 라이트코인 ETF 승인 확률은 90%로, 솔라나(65%)나 XRP(70%)보다 높은 수준이다. 지난주 LTC가 106달러까지 조정받을 당시, 고래 투자자들이 적극적으로 매수에 나서며 반등을 이끌었다.라이트코인 재단은 생태계 확장을 지속하며 성장 가능성을 높이고 있다. 최근 'LTC 도메인' 출시를 발표하며 이용자들이 라이트코인 네트워크에서 맞춤형 온체인 아이덴티티를 설정할 수 있도록 지원하고 있다. 이와 같은 기술적 발전과 시장 흐름을 고려할 때, 전문가들은 라이트코인이 200달러를 향한 새로운 상승 랠리를 펼칠 가능성이 크다고 보고 있다.",1,2025.03.12
"27일(현지시간) 암호화폐 전문매체 유투데이에 따르면, 이더리움(ETH)이 1,000달러 아래로 급락할 가능성이 제기됐다. 현재 ETH는 2,369달러에서 거래되고 있으며, 주요 지지선을 잃고 하락세를 이어가고 있다. 시장 전문가들은 거시경제적 불확실성과 연방준비제도(Fed)의 정책이 ETH의 추가 하락을 부추길 수 있다고 분석했다.ETH는 최근 강한 매도 압력을 받으며 하락세를 보이고 있다. 특히 1,500달러를 이탈할 경우 1,200달러를 거쳐 1,000달러 이하까지 하락할 가능성이 커질 수 있다. 과거 2024년 4월과 8월에도 유사한 급락이 발생한 바 있으며, 당시 ETH는 단기적으로 1,000달러 근처에서 반등했다. 그러나 현재 시장 상황을 고려하면, 추가 하락 가능성이 배제되지 않는다.전문가들은 ETH 하락세의 주요 원인으로 연준의 양적 긴축(QT) 지속 가능성을 지목했다. 만약 연준이 통화 완화 정책(QE)으로 전환하지 않는다면 ETH의 하락세는 더욱 심화될 수 있다. 반면, 3월 이후 연준이 정책을 완화하면 시장 유동성이 증가하면서 ETH 가격이 반등할 가능성도 존재한다.ETH의 단기 주요 지지선은 2,000달러이며, 이 수준을 유지하면 3,500~4,000달러까지 회복할 수 있다. 그러나 1,500달러를 하회할 경우 급격한 하락이 발생할 가능성이 크다. 전문가들은 ETH/BTC 비율이 과거 QE 정책이 시행될 때 상승한 점을 들어, ETH가 다시 강세를 보일 시점이 다가올 수도 있다고 전망했다.현재 ETH는 불안정한 흐름을 보이며 추가 조정 가능성이 높다. 하지만 연준 정책 변화와 시장 심리 회복 여부에 따라 반등할 가능성도 남아 있다. 투자자들은 ETH의 주요 지지선과 연준의 정책 변화에 주목하며 신중한 투자 전략을 마련해야 할 것으로 보인다.",-1,2025.03.12
"27일(현지시간) 암호화폐 전문매체 더크립토베이직에 따르면, 솔라나(SOL) 선물 ETF가 미국 예탁결제공사(DTCC) 웹사이트에 등재되며 시장의 기대감을 높이고 있다. 이번에 확인된 ETF는 볼래틸리티 셰어스(Volatility Shares)에서 출시한 ‘솔라나 ETF(SOLZ)’와 ‘2배 레버리지 솔라나 ETF(SOLT)’로, 이는 전통 투자자들에게 솔라나에 대한 간접 투자 기회를 제공할 전망이다.DTCC 웹사이트의 ‘활성 및 사전 출시(Active and Pre-Launch)’ 목록에 포함됐다는 점에서, 이들 ETF는 거래 및 청산이 가능한 단계로 진입한 것으로 보인다. 이는 승인 절차에서 중요한 단계이지만, 미국 증권거래위원회(SEC)의 공식 승인을 의미하는 것은 아니다. 현재 ETF 발행사들은 거래 준비를 진행하고 있으며, SEC의 최종 승인을 기다리고 있는 상황이다.시장 전문가들은 솔라나 선물 ETF의 등장이 향후 현물 솔라나 ETF(Spot ETF) 승인 가능성을 높이는 요인이 될 것으로 보고 있다. 과거 비트코인(BTC) 선물 ETF가 승인된 이후, 그레이스케일(Grayscale)이 SEC를 상대로 소송을 제기하며 현물 비트코인 ETF 승인을 이끌어낸 사례가 있기 때문이다. 이와 유사하게, 솔라나 선물 ETF가 승인된다면 현물 ETF도 뒤따를 가능성이 있다는 분석이 나온다.SEC는 현재 21셰어스(21 Shares), 그레이스케일, 비트와이즈(Bitwise), 반에크(VanEck) 등 여러 자산운용사의 솔라나 현물 ETF 신청서를 검토 중이다. 다만, SEC는 아직까지 현물 솔라나 ETF에 대한 명확한 입장을 밝히지 않은 상태다.시장에서는 SEC의 결정이 솔라나의 가격 흐름에 중요한 변수가 될 것으로 보고 있다. 비트코인과 이더리움(ETH) 현물 ETF가 승인된 이후 기관투자자들의 유입이 증가했듯, 솔라나 ETF도 승인될 경우 대규모 자금 유입이 기대된다는 분석이 나온다. 반면, SEC가 보수적인 입장을 유지할 경우 승인까지 상당한 시간이 걸릴 수도 있다는 신중론도 제기된다.",1,2025.03.12
"27일(현지시간) 암호화폐 전문매체 코인게이프에 따르면, 시바이누(SHIB) 소각률이 하루 만에 1,300% 폭등하며 투자자들의 관심을 끌고 있다. 최근 24시간 동안 3,015만 개의 SHIB가 소각되었으며, 이에 따라 가격 반등 기대감이 커지고 있다. 일부 분석가들은 이번 소각률 상승이 SHIB 가격을 450% 상승한 0.000081달러까지 끌어올릴 가능성이 있다고 전망했다.시바이누의 소각 시스템은 특정 수량의 토큰을 영구적으로 제거하는 방식으로, 공급을 줄여 장기적인 가격 상승을 유도하는 구조다. 현재까지 총 410조 7,440억 개의 SHIB가 소각되었으며, 현재 유통 공급량은 584조 3,200억 개로 집계됐다. 또한, 2월 한 달 동안 2억 5,765만 개의 SHIB가 소각되며 지속적인 감소세를 보이고 있다.이번 SHIB 소각률 급등은 최근 비트코인(BTC)과 이더리움(ETH)이 약세를 보이는 가운데, 시바이누가 상대적으로 강한 흐름을 유지하고 있음을 보여준다. 특히 도널드 트럼프 전 미국 대통령의 EU 관세 부과 정책 발표 이후, BTC와 ETH가 하락한 반면 SHIB는 상승세를 보였다.시장 분석가 자본 마크스(Javon Marks)는 ""SHIB가 2022년 말~2023년 초에 형성한 상승 돌파 패턴을 유지하고 있다""며, ""현재 가격 대비 450% 상승한 0.000081달러가 목표 지점이 될 수 있다""고 분석했다.전반적으로, 시바이누의 장기 전망에 대한 낙관론이 커지고 있으며, 소각률 증가와 함께 추가 상승 가능성에 대한 기대감이 커지고 있다. 다만, 암호화폐 시장의 변동성이 높은 만큼 투자자들은 신중한 접근이 필요하다.",1,2025.03.12
"27일(현지시간) 암호화폐 전문매체 뉴스BTC에 따르면, 비트코인(BTC)이 최근 96,131달러에서 85,418달러까지 급락하며 15억 달러 이상의 대규모 청산이 발생했다. 그러나 일부 분석가들은 시장이 과매도 구간에 접어들었으며, 현재 가격대가 매수 기회일 가능성이 높다고 분석했다.이번 하락은 도널드 트럼프 전 미국 대통령의 무역 관세 정책 발표와 연준(FED)의 긴축적 통화정책이 맞물리며 위험자산 전반에 대한 투자 심리를 악화시킨 영향으로 풀이된다. 이에 따라 암호화폐 전체 시가총액은 3조 달러 아래로 떨어졌으며, 이더리움(ETH) 등 주요 알트코인도 일주일 만에 10% 이상 하락했다.비트와이즈(Bitwise) 리서치 총괄 안드레 드라고쉬(Andre Dragosch)는 시장 심리 지표가 현재 ""강력한 역발상 매수 신호(Contrarian Buy Signal)""를 나타내고 있다고 주장했다. 그는 ""온체인 데이터와 파생상품 흐름이 광범위한 약세 심리를 반영하고 있지만, 오히려 리스크 대비 수익(Risk-Reward) 비율이 매우 유리한 가격대""라고 분석했다.특히, 미국 현물 비트코인 ETF는 사상 최대 일일 순유출(net outflow)을 기록했으며, 공포·탐욕 지수(Fear & Greed Index) 역시 2024년 8월 대규모 매도 당시와 비슷한 수준까지 하락했다. 당시 비트코인은 49,000달러에서 반등해 연말 100,000달러를 돌파한 바 있어, 이번 하락도 유사한 흐름을 보일 가능성이 있다는 평가가 나온다.한편, 온체인 데이터에 따르면 장기 보유자들은 최근 하락장에서 총 20,400 BTC를 추가 매집한 것으로 나타났다. 크립토 애널리스트 알리 마르티네즈(Ali Martinez)는 ""고래들이 시장 불확실성을 기회로 보고 있으며, 단기 하락에도 불구하고 장기 상승 가능성이 여전히 유효하다""고 분석했다.반면, 스탠다드차타드(Standard Chartered) 등 일부 기관들은 ""BTC가 추가 하락 후 본격적인 반등이 시작될 가능성이 있다""며, 당장의 저점 형성을 확신하기는 어렵다는 신중론을 유지하고 있다. 현재 BTC는 86,000달러 부근에서 거래되고 있으며, 단기 변동성이 지속될 것으로 보인다.",-1,2025.03.12
zk 롤업 기반 이더리움 레이어2 네트워크 스타크넷(STRK)이 X를 통해 테스트넷에 v0.13.4을 배포했다고 밝혔다. 해당 버전은 카이로 네이티브의 스마트 컨트랙트 실행 속도를 높인 것이 특징이다. 스타크넷은 내달 17~24일 중으로 메인넷에 해당 버전을 배포할 계획이다.,0,2025.03.12
글로벌 자산운용사 프로쉐어스가 자회사 프로펀드(ProFunds)를 통해 이더리움을 추종하는 뮤추얼 펀드 이더프로펀드(Ether ProFund·ETHFX)를 출시했다고 밝혔다. 비즈니스와이어에 따르면 미국에서 이더리움을 추종하는 뮤추얼 펀드가 출시된 건 이번이 처음이다. 앞서 프로쉐어스는 비트코인 가격을 추종하는 뮤추얼 펀드 BTCFX도 출시한 바 있다.,1,2025.03.12
"27일(현지시간) 암호화폐 전문매체 비트코이니스트에 따르면, 밈코인 플로키(FLOKI)가 최근 24시간 동안 고래 거래량(Whale Transaction Count)에서 450% 급증을 기록했다. 이는 시장 전반의 변동성 속에서 대형 투자자들의 관심이 집중되고 있음을 보여준다.온체인 데이터 분석업체 샌티멘트(Santiment)에 따르면, 플로키는 고래 거래량 증가율 기준으로 전체 알트코인 중 세 번째로 높은 상승률을 기록했다. 1위는 다이(DAI) 아비트럼(Arbitrum) 버전으로 2,000% 증가했으며, 2위는 폴리곤(MATIC)으로 533% 증가했다. 플로키는 이더리움(Ethereum) 네트워크에서 450%의 증가율을 보이며 그 뒤를 이었다.고래 거래량이 급증하는 경우, 이는 대형 투자자들이 해당 자산을 적극적으로 매수 또는 매도하고 있음을 의미한다. 최근 암호화폐 시장의 변동성이 극심해지면서, 일부 투자자들은 이를 매도 신호로 해석할 수도 있지만, 반대로 대형 투자자들이 저가 매수(Dip Buying)에 나섰을 가능성도 있다.특히, 스테이블코인(Stablecoin) 고래 거래량 증가도 주목할 만하다. 일반적으로 USDT나 DAI 같은 스테이블코인의 거래량이 증가하면 투자자들이 변동성 자산으로 자금을 이동할 준비를 하고 있음을 의미한다. 즉, 스테이블코인 보유량 증가가 플로키 및 기타 변동성 높은 알트코인의 추가 매수 신호로 작용할 가능성이 있다.현재 플로키의 가격은 0.000085달러 수준에서 거래되고 있으며, 최근 7일 동안 8.35% 하락했다. 전문가들은 고래 거래량 급증이 상승 신호로 이어질 가능성이 있지만, 시장이 아직 불안정한 만큼 투자자들은 신중한 접근이 필요하다고 조언했다.앞으로의 시장 흐름에 따라 플로키가 바닥을 다지고 반등할지, 혹은 추가 하락할지 여부가 주목된다. 특히, 고래들의 대량 거래가 매집의 신호로 확인될 경우, 플로키는 향후 강한 반등세를 보일 가능성도 있다.",0,2025.03.12
"최근 암호화폐 시장의 발전은 Web3와 블록체인 기술의 전환점을 예고하고 있다. 이번 주에는 가스 비용이 없는 USDT 거래를 도입하려는 Tron의 대담한 계획과 Near Protocol의 Web3 확장 전략 등 여러 혁신적 이니셔티브가 등장했다. 이러한 변화 속에서 큐베틱스 (Qubetics,($TICS))는 진행 중인 프리세일을 통해 이번 주 투자하기 가장 유망한 암호화폐 중 하나로 주목받고 있다.Tron과 Near Protocol이 각자의 생태계를 정교화하고 확장하는 동안, Qubetics는 상호 운용성의 미래 구축에 주력하고 있다. 세계 최초의 Web3 애그리게이터로서 Qubetics는 주요 블록체인 네트워크를 하나의 통합 플랫폼으로 결합한다. 이러한 통합적 접근 방식은 기업, 개발자, 그리고 초기 투자자들에게 실질적인 솔루션을 제공하며, 초기 투자 대비 최대 100배의 수익을 창출할 수 있는 기회를 제시한다.또한 Qubetics는 혁신적인 블록체인 개발 프레임워크인 QubeQode 통합 개발 환경(IDE)을 선보였다. 이 기술은 원활한 멀티체인 개발을 위한 새로운 기준을 제시하며, Qubetics가 주목해야 할 프로젝트로서의 입지를 더욱 강화한다.전반적으로 Qubetics는 블록체인 네트워크 간 상호 운용성을 재정의할 뿐만 아니라, 빠른 혁신이 특징인 암호화폐 산업에서 중요한 투자 기회로 자리매김할 전망이다.■Qubetics, QubeQode IDE로 혁신하는 블록체인 개발의 미래이번 주 투자하기 가장 유망한 암호화폐 중 하나로 Qubetics가 주목받고 있다. Qubetics는 단순한 블록체인이 아니라 Web3의 상호 운용성과 개발 용이성을 실현하기 위해 설계된 통합 생태계다. 그 핵심에는 원활한 멀티체인 애플리케이션 개발을 위해 구축된 최첨단 통합 개발 환경(QubeQode IDE)이 있다.수년간 블록체인 개발은 여러 분리된 생태계에서 이루어지며 복잡성을 동반해 왔다. 개발자들은 다양한 블록체인 간의 호환성 문제를 해결하고, 애플리케이션을 여러 체인에서 작동시키기 위해 오랜 시간을 투자해야 했다. QubeQode IDE는 이러한 문제를 근본적으로 해결한다. 이 차세대 개발 도구는 개발자, 기업, 그리고 대규모 조직이 복잡한 코드를 여러 번 수정할 필요 없이 한 번의 작성으로 다양한 블록체인에 애플리케이션을 손쉽게 배포할 수 있도록 지원한다.예를 들어, DeFi 플랫폼을 출시하는 개발자의 경우, 각기 다른 블록체인에 맞춰 코드를 개별적으로 최적화하는 대신 QubeQode IDE를 활용하면 이더리움, 솔라나, 바이낸스 스마트 체인 등 여러 체인에 동시에 배포할 수 있다. 이로 인해 개발 기간이 단축되고 비용이 절감되며, 다양한 블록체인에서 즉각적인 유동성 확보가 가능해진다. 이는 Web3 환경에 있어 획기적인 전환점을 의미한다.하지만 Qubetics의 진정한 혁신은 개발 편의성에만 국한되지 않는다. 여러 블록체인을 하나의 통합 시스템으로 연결함으로써 자산 이전, 데이터 교환, 스마트 계약 상호 작용 등을 원활하게 수행할 수 있도록 하여 진정한 상호 운용성을 구현한다. 이제 호환성 문제로 인한 번거로움 없이 순수한 블록체인 혁신을 경험할 수 있다.■Qubetics 프리세일, 지금 최고의 투자 기회현재 Qubetics 프리세일은 전례 없는 투자 관심을 불러일으키고 있다. 지금까지 1,410만 달러 이상이 모금되었으며, 4억 9천만 개의 토큰이 판매되고, 21,400명 이상의 토큰 보유자가 참여한 상황이다. 이는 2025년 가장 성공적인 프리세일 중 하나로 자리매김할 전망이다.각 프리세일 단계는 7일간 진행되며, 매주 일요일 자정마다 가격이 10%씩 상승하여 초기 투자자들에게 주간 수익이 보장된다. 현재 토큰 가격은 0.0888달러이지만, 프리세일 종료 시점에 0.25달러에 도달할 경우 약 181.52%의 투자 수익률을 기대할 수 있다. 또한, 분석가들은 메인넷 출시 후 $TICS 가격이 10달러까지 상승할 것으로 전망하며, 이는 초기 투자자들에게 11,160.88%에 달하는 엄청난 수익률을 제공할 가능성을 시사한다.이번 주 투자하기 가장 유망한 암호화폐 중 하나로 평가되는 Qubetics 프리세일을 놓치면, 2015년 이더리움을 건너뛰는 것과 같은 큰 기회를 놓치는 셈이다. Qubetics는 단순한 암호화폐 토큰을 넘어 Web3 생태계를 재편하는 혁신적 플랫폼으로 주목받고 있다.■Tron, 가스 비용 없는 USDT 거래, 시장 판도를 바꾸다Tron은 오랜 기간 빠르고 저렴한 거래로 명성을 쌓아왔으나, 이번에는 가스 비용 없는 USDT 거래를 지원하는 새로운 이니셔티브를 도입하며 한 단계 도약한다. 이 조치는 암호화폐 거래에서 가장 큰 부담 중 하나인 가스 비용을 제거함으로써, 특히 높은 거래 비용이 일상 거래에 장애가 되는 지역에서 스테이블코인 채택을 촉진할 것으로 기대된다.최근 보고서에 따르면, Tron의 새로운 서비스는 사용자가 USDT를 전송하고 수신할 때 거래 수수료를 지불하지 않아도 되는 시스템을 구현하고 있다. Tron이 DeFi 생태계를 확장해온 만큼, 이번 이니셔티브는 네트워크 채택을 더욱 확대할 것으로 전망된다. 다만, 이 가스 비용 없는 모델이 장기적으로 지속 가능한지에 대해서는 시장의 면밀한 주시가 필요하다.■Near Protocol, Web3의 차세대 강자?Near Protocol은 Web3 확장을 통해 기업 채택과 실질적 응용 분야에 주력하며 시장에 파장을 일으키고 있다. 최근 이 프로젝트는 전통 기업들을 블록체인 공간으로 진입시키기 위한 주요 파트너십과 통합을 발표했다.Near Protocol의 가장 큰 강점 중 하나는 사용성에 집중하고 있다는 점이다. 많은 블록체인이 높은 기술적 전문 지식을 요구하는 것과 달리, Near Protocol은 개발자 친화적 인프라를 제공하여 기업들이 손쉽게 블록체인 애플리케이션을 구축하고 배포할 수 있도록 지원한다.최신 업데이트에 따르면 Near Protocol은 기업들 사이에서 빠른 채택을 추진하고 있으나, 이더리움 및 기타 스마트 계약 플랫폼과의 경쟁에서 어떤 성과를 낼지는 앞으로 지켜봐야 한다. 그럼에도 불구하고 Near Protocol은 이번 주 투자하기 가장 유망한 암호화폐 중 하나로 평가받고 있다.■결론Tron과 Near Protocol이 주요 변화를 이끌고 있는 것은 분명하지만, 장기 성장 잠재력 측면에서는 Qubetics가 독보적인 위치에 있다.혁신적인 QubeQode IDE, 진정한 멀티체인 상호 운용성, 그리고 강력한 프리세일 모멘텀을 바탕으로 Qubetics는 이번 주 투자하기 가장 유망한 암호화폐 중 하나로 자리매김하고 있다. 이미 21,400명 이상의 보유자가 참여하고 1,410만 달러 이상의 자금이 모금되었다는 점은 이 프로젝트의 견고한 기반을 증명한다.Tron의 가스 비용 없는 USDT 거래와 Near Protocol의 기업 채택 노력도 주목할 만하지만, Qubetics는 블록체인에서 가장 큰 문제 중 하나인 상호 운용성을 해결하고 있다. 이러한 이유로 초기 투자자들은 $TICS에 대규모 베팅을 하고 있다.프리세일 종료까지 몇 주밖에 남지 않았으며, 매주 일요일마다 가격이 상승하는 상황에서 Qubetics가 주류 시장에 진입하기 전에 참여할 수 있는 마지막 기회일 수 있다. *본 기사는 업체에서 제공한 보도자료 입니다.",1,2025.03.12
"27일(현지시간) 암호화폐 전문매체 코인게이프에 따르면, 이더리움(ETH) 고래들이 대규모 매도를 단행하며 시장이 불안정한 모습을 보이고 있다. ETH 가격이 2,300달러 아래로 떨어지면서 지난주 동안 440,000 ETH(약 10억 달러 상당)가 매도된 것으로 확인됐다.온체인 데이터에 따르면, 최근 12시간 동안 지갑 주소 0xc725…839d가 8,074 ETH(1,963만 달러 상당)를 평균 2,431달러에 매도했다. 또 다른 고래 지갑(0x07Fe…A26D)은 지난 이틀 동안 바이낸스(Binance)에 10,000 ETH(2,344만 달러 상당)를 입금하며 추가 매도를 준비하는 모습이다. 이는 투자자들의 불안 심리가 가중되고 있음을 시사한다.ETH의 급락 원인은 바이비트(Bybit) 거래소 해킹과 이더리움 ETF의 대규모 유출 때문으로 분석된다. 지난 주말 발생한 바이비트 해킹 사건으로 약 15억 달러 상당의 자산이 유출됐으며, 이에 따른 시장 불안이 ETH 매도를 촉진했다. 다만, 거래소 측은 해킹 이후 48~72시간 만에 손실된 이더리움을 100% 복구했다고 밝혔다.이와 함께, 현물 이더리움 ETF에서도 대규모 자금이 유출됐다. 26일(현지시간) 기준, 이더리움 ETF의 총 유출 규모는 9,430만 달러였으며, 블랙록(BlackRock)의 ETHA ETF가 6,840만 달러를 차지하며 가장 큰 유출을 기록했다.시장 전문가들은 ETH 매수 전략에 대해 엇갈린 의견을 내놓고 있다. 크립토 애널리스트 인컴샤크스(IncomeSharks)는 ETH가 현재 가격 범위의 하단에 위치해 있으며, 4,000달러 목표로 재상승하기 전 매집할 기회라고 평가했다. 반면, 분석가 저스틴 베넷(Justin Bennett)은 ""지난 한 달 동안 ETH가 주요 지지선에서 반등하지 못했다""며, 현재 매수세가 부족하다는 점을 지적했다. 그는 ETH가 추가 하락할 경우 1,000달러까지 떨어질 가능성을 배제할 수 없다고 경고했다.전문가들은 ETH의 단기적 변동성이 여전히 클 것으로 보며, 투자자들은 신중한 접근이 필요하다고 조언했다. 특히, ETF 자금 흐름과 대규모 매도세가 지속될 경우, ETH 가격은 추가 하락할 가능성이 높다는 전망도 나오고 있다.",-1,2025.03.12
"27일(현지시간) 암호화폐 전문매체 데일리호들에 따르면, 비트와이즈(Bitwise) 최고투자책임자(CIO) 매트 호건(Matt Hougan)은 밈코인(meme coin) 열풍이 사실상 막을 내렸으며, 암호화폐 시장이 새로운 성장 동력을 찾아야 한다고 강조했다.호건은 최근 크립토 인플루언서 스콧 멜커(Scott Melker)와의 인터뷰에서, 북한 해킹 조직 라자루스 그룹(Lazarus Group)이 바이비트(Bybit) 해킹으로 탈취한 15억 달러 상당의 이더리움(ETH)과 리도 스테이킹 이더(stETH)를 밈코인 거래 플랫폼 펌프펀(pump.fun)을 통해 세탁하려 했다고 지적했다. 그는 ""라자루스가 밈코인을 돈세탁 수단으로 활용한 것은 밈코인 열풍의 실질적인 종말을 의미한다""고 주장했다.호건은 또한 ""멜라니아(MELANIA), 리브라(LIBRA) 같은 밈코인이 범죄 집단의 세탁 창구로 활용되고 있다는 사실이 알려지면서, 규제가 느슨한 환경에서도 시장의 부정적인 인식이 확산될 것""이라며, ""이 때문에 솔라나(SOL)의 가격이 크게 조정을 받았고, 시장 전반에 악영향을 미쳤다""고 설명했다.최근 6개월 동안 비트코인을 제외한 암호화폐 시장에서 가장 강력한 흐름을 보였던 것은 밈코인이었지만, 이제 그 역할이 끝났다고 호건은 분석했다. 그는 ""밈코인은 시장에 유동성을 공급하고, 투자자들에게 활력을 불어넣었지만, 지금은 사실상 무너지고 있다""며, ""비트코인 이외에 새로운 성장 서사가 필요하다""고 강조했다.그는 탈중앙화 금융(DeFi)과 스테이블코인(stablecoin) 분야가 차세대 암호화폐 시장을 이끌 새로운 트렌드가 될 가능성이 있다고 언급했다. 하지만 그는 ""디파이와 스테이블코인 시장이 여전히 밈코인만큼 강력한 주목을 받고 있지는 않다""며, ""암호화폐 산업이 새로운 성장 동력을 확보해야 할 시점""이라고 진단했다.시장 전문가들은 밈코인의 몰락이 암호화폐 시장에 부정적인 영향을 미칠 수 있지만, 동시에 새로운 내러티브가 형성될 기회가 될 수 있다고 분석했다. 다만, 디파이와 스테이블코인이 밈코인을 대체할 정도로 강력한 성장성을 보일지는 아직 미지수라는 평가도 나오고 있다.",-1,2025.03.12
"27일(현지시간) 암호화폐 전문매체 데일리호들에 따르면, 시장 전문가 카포(Capo)는 최근 대규모 청산 이후 암호화폐 시장이 강한 반등을 보일 가능성이 크다고 분석했다. 그는 단기적으로 숏 스퀴즈(Short Squeeze)로 인해 가격이 급등할 것이며, 이후 조정을 거쳐 비트코인(BTC), 이더리움(ETH), 솔라나(SOL) 모두 사상 최고가(ATH)를 경신할 것이라고 전망했다.최근 암호화폐 시장은 24시간 동안 15억 8,000만 달러 규모의 청산이 발생하며 하락 압력을 받았다. 비트코인은 82,131달러까지 급락하며 3개월 만에 최저점을 기록했다. 하지만 카포는 ""현재 시장은 강한 반등이 예상되는 구간""이라며, 이 반등이 강력한 숏 스퀴즈로 이어질 가능성이 높다고 분석했다.비트코인은 단기적으로 100,000달러까지 상승한 뒤 다시 80,000달러까지 조정받을 가능성이 높으며, 이후 새로운 사상 최고가로 나아갈 것이라는 전망이 제시됐다. 현재 BTC 가격은 85,800달러에서 거래되고 있다.이더리움도 유사한 흐름을 보일 것으로 예상된다. 카포는 ETH가 먼저 3,000달러까지 상승한 후, 2,000달러 이하로 하락할 가능성이 높다고 분석했다. 이후 강한 반등이 이어지면서 최종적으로 5,000달러의 신기록을 달성할 것으로 내다봤다. 현재 ETH 가격은 2,340달러에서 거래 중이다.솔라나 또한 비슷한 흐름을 보일 것으로 보인다. 카포는 SOL이 단기적으로 185달러까지 상승한 후 120달러까지 조정받을 것으로 예상했다. 그러나 이후 강한 반등이 발생하면서 310달러까지 상승할 가능성이 높다고 전망했다. 현재 SOL 가격은 140달러에서 거래되고 있다.전문가들은 이번 반등이 단기적인 숏 스퀴즈에 의해 주도될 것으로 보이며, 이후 조정을 거친 뒤 강한 상승 흐름이 이어질 가능성이 높다고 분석했다. 다만, 시장 변동성이 크기 때문에 투자자들은 신중한 접근이 필요하다는 조언이 나오고 있다.",1,2025.03.12
